subj RL_llh B_value Lag_llh B_lag 
62021	132.595604469	0.0919885489081	133.300515527	0.156957103514	
62022	138.507780253	0.0139927747494	119.490851195	0.403086417526	
62023	138.629436112	0.0	103.231818799	0.649769330451	
62024	138.391574836	0.0192134616044	106.308050305	0.589963957903	
62025	107.268954736	0.186329495492	138.629436112	6.93889390391e-18	
62026	38.6468042556	0.538923767774	138.629436112	7.77156117238e-16	
62027	136.462111359	0.056633614953	138.276832357	0.0300544393071	
62028	137.939609014	0.0326727923652	136.418472509	0.0844041495762	
62029	138.629436112	1.7763568394e-15	55.2622943432	1.69502478047	
50018	132.075481933	0.0965804603634	133.860460269	0.143634878441	
50019	138.629436112	0.0	133.99093616	0.148863502494	
50020	41.1725920666	0.435043642376	138.629436112	0.0	
50117	138.607738639	0.0059687732076	76.2027859118	1.14327779886	
50119	138.629436112	3.10862446895e-15	123.472793741	0.303992462304	
50023	121.981937892	0.149491155931	138.629436112	0.0	
50024	137.777301961	0.0363515499326	120.937461388	0.333776132084	
50025	138.590732301	0.00790372121254	124.82621227	0.272999981753	
50026	137.806550734	0.0358903502195	134.54691601	0.114597939085	
50027	102.12856086	0.22504396118	138.629436112	3.33066907388e-16	
50028	15.6956437228	0.642107417357	138.629436112	1.11022302463e-16	
50029	138.629436112	6.66133814775e-16	80.1004517441	1.08938993889	
50122	69.4976176242	0.321399992063	138.629436112	0.0	
50123	52.3259371318	0.390476751047	138.629436112	2.22044604925e-16	
50124	86.6032454296	0.271447040995	138.629436112	2.77555756156e-17	
50030	119.149203375	0.162335846047	138.629436112	1.22124532709e-15	
50031	138.629436112	1.33226762955e-15	99.1073841755	0.791367460825	
50032	138.629436112	1.99840144433e-15	56.6070602343	1.64253109793	
50033	138.541270496	0.011872708758	109.969174328	0.523017847946	
50034	138.368459239	0.0202364971398	135.340974409	0.119798918664	
50136	123.139048295	0.14426025096	138.629436112	0.0	
50137	136.293432577	0.0586350896035	138.629436112	0.0	
50138	138.533467209	0.0122958576395	125.845666446	0.270002865444	
