subj eb_aic eb_Bev eb_Blag ebm_aic ebm_Bev ebm_weight
12312 86.7511095605 0.88381071865 0.329183679661 86.7511095297 1.1747608212 0.247657369691 
12314 65.2284290843 1.5389791888 0.123290298199 65.2284290829 1.72875571525 0.109758056613 
12315 111.627826414 0.516927859013 0.156954437996 111.62782642 0.598041088325 0.135662477886 
12316 110.073754386 0.463028737032 0.137176741102 110.073754454 0.526519635515 0.12061525816 
12317 91.0424192142 1.14074163586 0.394852829326 91.0424192244 1.59120056958 0.283079178125 
12318 27.4050641899 254.925928321 0.00323589282018 27.4071896454 205.694308333 0.00396015634353 
12319 55.6090591602 0.500993947531 2.73658591295e-08 55.6090591497 0.501032325073 1.18733949571e-08 
12320 38.4406411827 0.615249604499 1.60294304163e-08 38.440641763 0.615258586332 7.96684212875e-08 
12329 161.221274174 0.437038901472 0.252052082369 161.221274103 0.547158616385 0.201288964326 
12330 113.958694648 0.677226274163 0.377289494142 113.958694636 0.932677576187 0.273933319467 
-1 104.039245015 0.658214892589 0.267008942608 104.039244986 0.833971969067 0.210738932851 
12343 131.352186252 0.348436153647 2.24699551343e-10 131.35218043 0.34853299266 6.86875875326e-11 
12344 69.3335042401 1.26439369558 0.0698852992106 69.3335042403 1.35274243896 0.0653207315733 
12345 95.2531098211 1.37641393147 0.430609257497 95.253109809 1.96904984446 0.300996222191 
12346 32.8931303045 9.5285122934 0.0645566671778 32.8931303046 10.1436196459 0.0606420425524 
12347 31.9444293285 38.2949834774 0.0162127950583 31.9444688591 37.2871302674 0.0166564892759 
12348 58.4023203566 0.523177304863 0.0234386540886 58.4023203082 0.535470290195 0.0229175319136 
12359 34.3897081589 0.612589154594 1.81375638277e-09 34.3897079887 0.612635975944 1.75535525111e-09 
12360 148.686020091 0.39101294658 0.204672803155 148.686020042 0.471030289628 0.169893636215 
12361 57.9674516307 7.04212866998 0.0947364424508 57.9674516306 7.70920889886 0.0865381298217 
12362 72.3616640919 16.3399189726 6.93593788967e-08 72.4529850806 3.8369501132 1.75689671171e-08 
12363 164.274644149 0.340246785639 0.0380954877583 164.274644188 0.353217997348 0.0367136804176 
12386 91.9437969423 1.18759187013 0.408514771797 91.9437969292 1.67280150195 0.290033634399 
12387 109.719517092 0.977821870075 0.151647167907 109.719517093 1.12614016069 0.131679159744 
12388 158.119473069 0.567315172647 0.380027751379 158.119473077 0.782956605171 0.275382927265 
12389 18.929851871 1286.50016072 0.00160072968429 18.9302773581 1106.77326142 0.00184835430886 
12390 72.0741418928 0.484199555523 0.0262000487986 72.074141861 0.496926492368 0.0255412423923 
12391 37.7774910277 0.605615090215 3.47916639798e-08 37.7774907949 0.60558770991 1.6620574623e-08 
12405 82.862559548 0.413668016824 1.43146936351e-08 82.8625602154 0.41363043933 1.17685204645e-08 
12406 12.669183423 77.9528305607 0.0907684359894 12.6691834228 85.0285705093 0.0832149745249 
12417 134.600899522 0.578089684019 0.363661154994 134.600899395 0.788354420611 0.266679897849 
12418 95.2983450773 0.939043917449 0.396238410193 95.2983450787 1.31112291293 0.283789617433 
12426 258.960207478 0.118616929213 1.61145419786e-08 258.960206778 0.118593571745 2.35146073951e-09 
12427 122.929983278 0.42754363674 0.0570158855961 122.929983219 0.451954681493 0.0539609192404 
