subj RL RL_auto switch switch_prob bias random lag Bev Blag
62021 267.439463972 261.386862604 276.627363474 0.181819752682 270.768511566 277.258872224 238.985144227 0.210063586335 0.319710073982 
62022 280.503466352 262.492217798 257.499139917 0.0707037019189 282.038868099 277.258872224 243.997736062 15.2017564082 0.405364866107 
62023 281.258872224 246.07921764 242.593352012 0.0302999057559 283.021888122 277.258872224 212.463637615 9.41840497444e-11 0.64975928228 
62024 280.783149992 244.92187883 242.59335198 0.0303034595132 281.251616607 277.258872224 211.42888541 0.0923087882727 0.649948866099 
62025 200.688801049 196.36678832 266.521045891 0.414152508774 193.789454934 277.258872224 202.689233874 0.307937315422 6.30463470643e-08 
62026 81.2936100573 83.2936332986 159.593583926 0.499999828811 144.94920475 277.258872224 82.6674697286 0.628727854247 0.0289384414183 
62027 275.987632614 276.7451528 278.840708603 0.222217486219 278.01161367 277.258872224 275.645726078 0.0856507049852 0.0576801937423 
62028 278.061150384 272.547405529 272.22608929 0.141414323082 278.205809636 277.258872224 272.070947698 10.5143262619 0.12107197243 
62029 281.258872224 240.935831244 237.470584529 0.0201995697897 283.021888164 277.258872224 116.524588701 2.59735491572e-11 1.69504991021 
20162 281.258872224 268.766806655 265.130330764 0.101012070537 282.195831382 277.258872224 258.624866794 2.16042667124e-09 0.279747180373 
20163 279.467847213 263.415422847 262.840747978 0.0909049883666 279.970761172 277.258872224 219.602542656 0.119051905676 0.58307160969 
20164 281.258872224 240.935831244 237.470584565 0.0202056508774 283.098830032 277.258872224 196.549582045 0.753030348071 0.777780128934 
20169 279.642855764 247.050710007 242.59335198 0.030302719636 281.080363197 277.258872224 202.046872318 0.112454386371 0.723544777346 
62036 281.188384108 250.289744829 247.015689786 0.0404125207387 282.457113431 277.258872224 213.589126712 0.035709528779 0.639704829897 
62037 280.752003794 265.349518586 262.840747958 0.0909096884281 280.407338155 277.258872224 261.738335025 29.8551052837 0.244626951809 
62038 234.157276746 236.15727715 232.101962675 0.499999639256 218.148043489 277.258872224 236.157277083 0.17023231915 2.9115359543e-10 
62039 104.142953961 106.142953833 192.551900621 0.499999977034 134.074996955 277.258872224 106.14300341 0.489855662423 1.32301690531e-07 
62040 281.069482394 245.659513817 242.593352246 0.0303119231142 282.688167721 277.258872224 193.40770024 0.0587459906842 0.803633390995 
1111 170.298130218 161.8580693 256.018775806 0.474755974242 225.441376467 277.258872224 165.873664369 95.9848453429 0.151054009376 
1112 136.412626952 138.412630237 207.932502084 0.499999780186 159.630912056 277.258872224 122.464500914 0.778566452688 0.184925620881 
1113 280.075400482 272.524961233 270.731214541 0.131323340258 281.080363199 277.258872224 230.280870543 4.88841353106 0.49038497202 
1114 271.168450787 252.830172089 267.197106609 0.111100890824 274.14823122 277.258872224 245.072311101 0.350218600788 0.273140881947 
1115 281.258872224 257.932614778 254.383585539 0.0605966226145 282.234636555 277.258872224 222.347246055 7.82592180681e-13 0.586406756301 
62041 281.253093607 240.88477898 237.470584993 0.0202119674941 281.893333271 277.258872224 206.990035461 0.133107251249 0.703441343454 
62042 281.252851214 240.869038282 237.470584559 0.0202055014162 283.098830158 277.258872224 110.188864176 0.00798334533054 1.79720842031 
62043 281.258872224 254.439383528 247.015689629 0.0404008377396 283.021887914 277.258872224 210.339829039 9.47951497245 0.671598919076 
50018 268.150966198 257.707402121 272.226089292 0.14141263792 269.176945881 277.258872224 245.116273372 0.1718542273 0.270407675152 
50019 281.258872224 278.500840439 274.725578963 0.16161469338 278.557401067 277.258872224 273.981872491 7.76267592686e-10 0.148859824565 
50020 44.6859818371 45.6763763838 166.185203692 0.499999990689 85.6029914858 277.258872224 41.1063330367 60.7445122509 0.610815911741 
50117 281.210629134 225.607176839 222.297821879 0.0 283.015472272 277.258872224 154.599288513 0.091819499632 1.20448379322 
50119 281.258872224 263.898535473 260.306260781 0.0808021077432 283.021887881 277.258872224 252.945587677 1.98071064779e-09 0.30397200498 
50023 211.366638856 203.440283662 274.017293024 0.353535901005 249.080898334 277.258872224 207.964084433 65.2823512541 0.116348394491 
50024 279.42243142 236.625952018 237.470584724 0.0202087400403 281.111193354 277.258872224 238.061743548 0.10607879569 0.393642228525 
50025 281.175980037 245.811010644 242.593352082 0.030297511255 281.759254029 277.258872224 254.61571091 2.38972651176 0.28192956588 
50026 279.61310293 265.937860326 262.840748035 0.0909171458167 281.379814099 277.258872224 270.250443752 0.0800092181702 0.14553410779 
50027 208.257123609 210.259693221 245.285308678 0.499998846536 212.042738906 277.258872224 209.792108532 0.241282142595 0.018993102568 
50028 21.8017571124 20.2742535492 153.001903366 0.499999859534 47.906599369 277.258872224 23.3199257029 117.869995741 0.36043155182 
50029 281.258872224 225.722457734 222.297821879 0.0 283.01547256 277.258872224 166.200903514 0.0161942117185 1.08937225627 
50122 104.367494152 106.365470843 196.946362032 0.499999912627 138.756242262 277.258872224 106.093145506 9.63114432021 0.0255722237837 
50123 92.5776732871 93.7959374891 185.960234015 0.499999949175 111.1855931 277.258872224 88.2979500301 0.635914306345 0.0779724735744 
50124 165.938500003 167.938500936 225.510276561 0.49999986794 172.542231756 277.258872224 167.938500898 0.303510420173 2.91542798646e-09 
50030 241.745891619 243.745891634 270.653858705 0.383834395576 246.364224101 277.258872224 242.928869148 0.18020525413 0.0258506122155 
50031 281.258872224 263.898535506 260.306260763 0.0808033860978 282.321620348 277.258872224 204.214768403 4.3499506557e-10 0.791359395312 
50032 281.258872224 240.934802707 231.280702091 0.010106353959 283.015472328 277.258872224 117.603757682 1.86884459243 1.68079895375 
