subj RL RL_auto switch switch_prob bias random lag Bev Blag
50026 279.613102326 265.937860058 262.84074796 0.0909105863014 281.379813894 277.258872224 270.250443755 0.0800046521184 0.145536373323 
50027 208.25712906 208.150602465 245.285350757 0.49999674275 212.042738967 277.258872224 209.792111259 0.241299237326 0.0190043755669 
50028 21.8019788821 20.2726520726 153.001878355 0.49999992979 47.9066022485 277.258872224 23.320485958 95.7775499061 0.363280314466 
50029 281.258872224 225.439481322 222.297821879 1.38777878078e-17 283.015472403 277.258872224 165.046220886 -33.49092008 1.09690620577 
50122 104.368015007 106.366549866 196.94638153 0.499999813148 138.756241999 277.258872224 105.983831344 33.9422998144 0.036221784535 
50123 92.5776732295 93.7959374902 185.960256886 0.49999985226 111.185594056 277.258872224 88.2979501574 0.635886300569 0.077959566159 
50124 165.938500059 167.595904356 225.510265439 0.499999988831 172.542231843 277.258872224 166.050030039 0.264251314484 -0.024311345969 
50030 241.74589162 243.646645019 270.653858698 0.383838268534 246.364223846 277.258872224 242.928869144 0.180205604525 0.0258487703433 
50031 281.258872224 262.6890474 260.306260734 0.0808085787546 282.321620117 277.258872224 199.310322351 -20.5601664141 0.834107787665 
50032 281.258872224 240.931782158 231.280702042 0.0100961533923 283.015472575 277.258872224 117.603660571 3.23732853621 1.68083738077 
50033 281.081387243 240.396490263 237.470584813 0.0201940874571 281.724456196 277.258872224 224.354616299 0.0416337504685 0.533928850714 
50034 280.459141467 281.748150581 278.705269031 0.282813925575 280.237327252 277.258872224 274.54005828 0.0467184779582 0.135048567596 
50136 234.623775994 232.471835545 256.018775804 0.474739228259 251.482697698 277.258872224 236.525636427 25.8359833029 -0.0144508703876 
50137 275.352252319 228.843625832 237.470585179 0.0202136870597 234.541799693 277.258872224 249.300866917 -6.66866108971 -0.0578493507216 
50138 281.064561895 268.378000027 265.130330854 0.101019414634 282.03886818 277.258872224 256.778037269 0.0285092566965 0.276047541437 
