subj RL RL_auto switch switch_prob bias random
62021 267.439463975 261.386862605 276.627363476 0.18182060171 270.768511579 277.258872224 
62022 280.503601401 262.491672944 257.499140068 0.0706965131326 282.038868074 277.258872224 
62023 281.258872224 246.031132936 242.593352094 0.0303088577129 283.021887791 277.258872224 
62024 280.783150579 244.921878626 242.593352075 0.0302977077805 281.251616753 277.258872224 
62025 200.688801257 196.366788323 266.521045929 0.414126776405 193.789458881 277.258872224 
62026 81.2936092946 67.7347284631 159.593552932 0.499999922168 144.949204275 277.258872224 
62027 275.987632612 276.74515281 278.840708602 0.222217837744 278.011613568 277.258872224 
62028 278.061380112 272.546681441 272.226089363 0.141423624779 278.205809729 277.258872224 
62029 281.258872224 240.600247497 237.470584533 0.0202046569986 283.021887848 277.258872224 
